label,enr,p,Systems
Depression (quantitative trait),5.556296395074898,0.16450967098065805,
Quantitative traits,4.276464903052541,0.1651996696006608,
Hemostatic factors and hematological phenotypes,3.930910320211954,0.169251661496677,
Obstructive sleep apnea trait (apnea hypopnea index),5.09902302718799,0.1696016607966784,
Cough in response to angiotensin-converting enzyme inhibitor drugs,5.371319303447312,0.1697956604086792,
Metabolite levels,2.6294822812336482,0.1720756558486883,
Depression,2.792843617514481,0.17329165341669314,
Hematological and biochemical traits,4.097487420713619,0.1793056413887172,
BMI in non-smokers,2.620249814617325,0.17976564046871907,
Headache,4.484425589926187,0.18428563142873716,
Hemoglobin,4.201786599662176,0.18478363043273915,
Immune response to measles-mumps-rubella vaccine,4.695364735932686,0.18548562902874194,
Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular),4.139586869230451,0.1860956278087444,
HIV-1 viral setpoint,4.436557231588288,0.1881716236567527,
Obesity (early onset extreme),4.78748360286866,0.18878562242875516,
Metabolite levels (Pyroglutamine),4.662569821983085,0.1933476133047734,
Waist-to-hip ratio adjusted for BMI in non-smokers,4.213187276174426,0.19427961144077716,
Disease progression in age-related macular degeneration,2.4432613629977844,0.19438361123277756,
Attention deficit hyperactivity disorder and conduct disorder,3.9878768543627374,0.19757960484079032,
Smooth-surface caries,4.28478387550132,0.1986896026207948,
Molybdenum levels,4.379165681354388,0.19932960134079733,
Metabolic syndrome,3.8030043734550287,0.21007557984884032,
Uterine fibroid number (single vs multiple),4.13049045443656,0.21523956952086096,
Post-traumatic stress disorder,4.103641571530576,0.21626756746486506,
Waist circumference,2.2892986733514187,0.22055555888888226,
QT interval (drug interaction),3.997185981069326,0.2214695570608859,
Erectile dysfunction and prostate cancer treatment,3.9543822464054665,0.22264555470889055,
Periodontal microbiota,3.533793668855263,0.22538554922890155,
Obsessive-compulsive disorder,3.7575338553800375,0.2309755380489239,
Thyroid stimulating hormone,3.7948359871886335,0.2316035367929264,
Waist-to-hip ratio adjusted for BMI x sex interaction,3.7724745169346394,0.23241153517692964,
Total body bone mineral density,3.6780932764454906,0.23294153411693175,
Thyroid hormone levels,3.700414446417999,0.23305753388493225,
Multiple sclerosis,1.8473088404811868,0.23618352763294476,
Atopic dermatitis,2.7372062977642497,0.2385295229409541,
Male-pattern baldness,1.7066923960026987,0.238993522012956,
LDL cholesterol,2.048210785468354,0.24270951458097084,
Joint mobility (Beighton score),3.2885217437057688,0.2432235135529729,
Basophil percentage of white cells,3.3102279422961067,0.2508534982930034,
Erosive tooth wear (severe vs none or mild),3.2985882042485817,0.2542254915490169,
Allergic rhinitis,2.0918357741570426,0.2563554872890254,
Diastolic blood pressure,1.4118085549951198,0.2605314789370421,
Basophil percentage of granulocytes,3.0808665861533533,0.2668214663570673,
Tonsillectomy,2.38598567454201,0.2670714658570683,
Metabolic traits,3.1953169434876245,0.2695274609450781,
Total cholesterol levels,1.8789822680443364,0.27196345607308786,
LDL cholesterol levels,2.680131648066553,0.2726274547450905,
Asthma,1.6224547740731727,0.28153343693312616,
Vertical cup-disc ratio,2.8835229730275262,0.28331343337313325,
Uterine fibroids,2.7106147674292527,0.2879754240491519,
Mean corpuscular volume,1.609853159927106,0.28908142183715635,
Response to bronchodilator in chronic obstructive pulmonary disease (change in FEV1),2.7957013296355524,0.2915874168251664,
Telomere length,2.7917832236162528,0.29187941624116753,
Albumin-globulin ratio,2.567038202662532,0.3061473877052246,
Feeling fed-up,2.7480983159653523,0.3062273875452249,
Type 2 diabetes (age of onset),2.260275211109705,0.3084453831092338,
Cadmium levels,2.524997475002525,0.3112713774572451,
Visceral adipose tissue adjusted for BMI,2.283084172747281,0.31195937608124785,
Nickel levels,2.4689041522030037,0.31375137249725504,
Pulmonary function (smoking interaction),2.3874325550303204,0.31501136997726004,
Diverticular disease,1.703740050158107,0.326245347509305,
Tuberculosis,2.0250129600829445,0.3286573426853146,
Primary biliary cholangitis,1.8114957520424613,0.32870534258931483,
Sleep duration,2.2939988988805293,0.3300413399173201,
ALT levels after remission induction therapy in actute lymphoblastic leukemia (ALL),2.448136233885143,0.3325513348973302,
Lung function (FEV1),2.2685510764274857,0.3355813288373423,
Asthma (childhood onset),2.151425965129688,0.3444293111413777,
Feeling miserable,2.280418502403561,0.34494731010537977,
Hypothyroidism,1.965632874816705,0.349001301997396,
Idiopathic dilated cardiomyopathy,2.117163847310143,0.3507092985814028,
Red blood cell count,1.5243902439024388,0.3581892836214328,
Angiotensin-converting enzyme inhibitor intolerance,2.2655085387016825,0.3589252821494357,
Glycated hemoglobin levels,2.112423160607533,0.3595332809334381,
Urate levels in obese individuals,2.0293443188505798,0.3603912792174416,
Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour),1.937669061625627,0.3652132695734608,
Pelvic organ prolapse (moderate/severe),2.010834375615818,0.36555926888146223,
Rheumatoid arthritis (ACPA-positive),2.0193045515124592,0.36593526812946375,
Plateletcrit,1.5480139754701705,0.36663126673746654,
Bronchopulmonary dysplasia,2.0984333096909844,0.37223325553348896,
Feeling worry,2.0919976904345496,0.3760652478695041,
Immune response to smallpox vaccine (IL-6),2.0642732106879813,0.37914124171751656,
Rheumatoid arthritis,1.4357171981691734,0.3837792324415351,
PR interval,1.8552669172513852,0.38515522968954063,
"Autism spectrum disorder, ADHD, bipolar disorder, MDD, and schizophrenia (combined)",2.0075645030474827,0.3877032245935508,
Blood pressure (smoking interaction),1.982765799669275,0.3919252161495677,
Motion sickness,2.0016092938722734,0.39306121387757226,
Paclitaxel disposition in epithelial ovarian cancer,1.789645113374018,0.3963712072575855,
Copper levels,1.7736094015487156,0.4086771826456347,
Triglyceride levels,1.5244785521112505,0.40913718172563657,
Vitiligo,1.4038673738414584,0.411503176993646,
Response to statin therapy,1.5657979619573728,0.4117151765696469,
Intracranial aneurysm,1.7752529735487306,0.4179831640336719,
Diisocyanate-induced asthma,1.3260700058877508,0.4233331533336933,
"Coronary artery disease (myocardial infarction, PTCA, CABG, angina or CIHD)",1.6233713526904132,0.4258611482777033,
"Cholesterol, total",1.514009126447014,0.4293951412097176,
Protein quantitative trait loci,1.693921869547689,0.4369131261737477,
Coronary artery calcification,1.7300259849902944,0.4407131185737628,
Amyotrophic lateral sclerosis (sporadic),1.3226271077716245,0.44706510586978826,
Blood protein levels,1.0057810281938526,0.44742910514178974,
Schizophrenia,1.0079149545551305,0.4600970798058404,
Hemoglobin concentration,1.5438293142310189,0.4658650682698634,
Spherical equivalent or myopia (age of diagnosis),1.233818470756035,0.4698190603618793,
Glomerular filtration rate (creatinine),1.515693490399597,0.4753490493019014,
Pancreatic cancer,1.219652008888824,0.4785990428019144,
Hip circumference adjusted for BMI,1.5243112399662213,0.4799370401259198,
Loneliness,1.0401779120300736,0.481503036993926,
Lung function (FEV1/FVC),1.4708694309206172,0.4834690330619339,
Atrial fibrillation,1.1590346168869026,0.4846390307219386,
Longevity,1.3942217872250244,0.5062269875460249,
Platelet count,1.0684046048238467,0.5131829736340527,
Granulocyte percentage of myeloid white cells,1.2902127044664582,0.5209129581740837,
Waist-to-hip ratio adjusted for BMI,0.601321464049395,0.5238709522580954,
Hematocrit,1.20340129341571,0.5273309453381093,
Myopia,1.2025416921204657,0.5299689400621199,
Glomerular filtration rate,1.134991328666249,0.5393509212981574,
High light scatter reticulocyte percentage of red cells,1.221037002305318,0.5470709058581883,
Reticulocyte count,1.1718603517456032,0.5504168991662016,
Mosquito bite size,1.1703215809640173,0.5618588762822474,
Monocyte percentage of white cells,1.1436335066319308,0.5686008627982744,
High light scatter reticulocyte count,1.1427213222656964,0.5733408533182933,
Reticulocyte fraction of red cells,1.0608481268604624,0.5799348401303197,
Photic sneeze reflex,1.10305148161875,0.5890968218063564,
Triglycerides,0.957394049987458,0.594008811982376,
Resting heart rate,0.947123963372822,0.5953148093703813,
Red cell distribution width,0.9565624970107424,0.604738790522419,
Obesity-related traits,0.9434208502926332,0.605756788486423,
Chronic inflammatory diseases (pleiotropy),1.0002920852889043,0.6131967736064527,
Lung cancer,0.7902489600323686,0.6217887564224872,
Platelet distribution width,0.9321697369230568,0.6232987534024932,
Neurociticism,0.9517989952809806,0.641994716010568,
Cognitive decline rate in late mild cognitive impairment,0.7635767768813386,0.6483927032145935,
Daytime sleep phenotypes,0.6486581856771083,0.6549066901866196,
Rosacea symptom severity,0.7663880590609294,0.6902446195107611,
Ulcerative colitis,0.4215123018365291,0.6969866060267879,
HDL cholesterol,0.6927165016154149,0.7073685852628294,
Prostate cancer,0.5130615201807618,0.7250625498749003,
Mean platelet volume,0.6805091297104843,0.7361825276349447,
Mean corpuscular hemoglobin,0.6245706077072013,0.7486005027989944,
Major depressive disorder,0.5965270196913569,0.7778184443631113,
Height,0.5844812057145896,0.8011163977672044,
Heel bone mineral density,0.6957325158940094,0.8119763760472479,
Systolic blood pressure,0.6204315556452653,0.8423423153153694,
Pulse pressure,0.5360869618826087,0.8688042623914752,
Menarche (age at onset),0.4457313202918292,0.8777262445475109,
Intraocular pressure,0.3948140386396604,0.87998424003152,
Post bronchodilator FEV1/FVC ratio,0.4296433272954125,0.8849022301955396,
Coronary artery disease,0.3784352459450664,0.8877682244635511,
Night sleep phenotypes,0.30275965424847484,0.9026141947716104,
Type 2 diabetes,0.3647622188048055,0.9215541568916862,
