label	obs	mean_exp	enr	p
Human_Phenotype_Ontology: Abnormality of the labia majora (HP:0012881)	2	0.271492	7.366699571258085	0.030407939184121633
Human_Phenotype_Ontology: Abnormality of the thoracic spine (HP:0100711)	2	0.278226	7.188400796474809	0.03152793694412611
Human_Phenotype_Ontology: Ventricular septal defect (HP:0001629)	7	2.939544	2.38132172881236	0.03369793260413479
Human_Phenotype_Ontology: Short philtrum (HP:0000322)	4	1.181624	3.3851715943481175	0.03412793174413651
Human_Phenotype_Ontology: Abnormality of incisor morphology (HP:0011063)	2	0.290604	6.8822177258399755	0.034257931484137034
Human_Phenotype_Ontology: Preauricular skin tag (HP:0000384)	3	0.667818	4.492241898241736	0.03429393141213718
Human_Phenotype_Ontology: Aplasia/Hypoplasia of metatarsal bones (HP:0001964)	3	0.703818	4.262465580590437	0.034315931368137265
Human_Phenotype_Ontology: Ulnar deviation of the hand or of fingers of the hand (HP:0001193)	3	0.698662	4.293921810546444	0.03816992366015268
Human_Phenotype_Ontology: Convex nasal ridge (HP:0000444)	3	0.722022	4.154998047150918	0.039533920932158136
Human_Phenotype_Ontology: Gastroesophageal reflux (HP:0002020)	3	0.754748	3.9748366342143338	0.03956392087215826
Human_Phenotype_Ontology: Gastrointestinal stroma tumor (HP:0100723)	2	0.273016	7.325577988103261	0.04138191723616553
Human_Phenotype_Ontology: Skin tags (HP:0010609)	3	0.73775	4.066418163334463	0.04258591482817034
Human_Phenotype_Ontology: Clitoromegaly (HP:0000057)	2	0.328524	6.087835287528461	0.04347391305217389
Human_Phenotype_Ontology: Cryptorchidism (HP:0000028)	11	5.930512	1.85481455901278	0.04351991296017408
Human_Phenotype_Ontology: Recurrent sinusitis (HP:0011108)	2	0.333348	5.999736011615489	0.04430791138417723
Human_Phenotype_Ontology: Synophrys (HP:0000664)	3	0.788802	3.803235793012695	0.04573390853218293
Human_Phenotype_Ontology: Facial cleft (HP:0002006)	2	0.303186	6.596610661442151	0.0469499061001878
Human_Phenotype_Ontology: Papilledema (HP:0001085)	1	0.048266	20.718518211577507	0.04716190567618865
Human_Phenotype_Ontology: Sacral dimple (HP:0000960)	3	0.725782	4.133472585431989	0.047517904964190075
Human_Phenotype_Ontology: Hypoparathyroidism (HP:0000829)	2	0.323482	6.182724231951083	0.047525904948190104
Human_Phenotype_Ontology: Constricted visual fields (HP:0001133)	2	0.352738	5.669930656748068	0.050079899840200316
Human_Phenotype_Ontology: Generalized muscle weakness (HP:0003324)	2	0.347716	5.7518204511727955	0.050521898956202085
Human_Phenotype_Ontology: Clinodactyly of the 5th finger (HP:0004209)	7	3.190072	2.1943078400738294	0.05075989848020304
Human_Phenotype_Ontology: Abnormal eating behavior (HP:0100738)	2	0.32943	6.071092493094132	0.051865896268207465
Human_Phenotype_Ontology: Wide nasal bridge (HP:0000431)	7	3.394934	2.0618957540853518	0.05723988552022896
Human_Phenotype_Ontology: Retinitis pigmentosa (HP:0000510)	4	1.44748	2.7634233288197416	0.05897188205623589
Human_Phenotype_Ontology: Lipoatrophy (HP:0100578)	3	0.872412	3.438742245636236	0.05946188107623785
Human_Phenotype_Ontology: Cubitus valgus (HP:0002967)	2	0.371104	5.389324825385875	0.0611998776002448
Human_Phenotype_Ontology: Intrauterine growth retardation (HP:0001511)	7	3.415004	2.0497779797622493	0.06139187721624557
Human_Phenotype_Ontology: Leiomyosarcoma (HP:0100243)	2	0.400592	4.9926109358149935	0.061471877056245884
Human_Phenotype_Ontology: Uterine leiomyosarcoma (HP:0002891)	2	0.400592	4.9926109358149935	0.061471877056245884
Human_Phenotype_Ontology: Severe global developmental delay (HP:0011344)	2	0.406382	4.921477821360198	0.06304187391625217
Human_Phenotype_Ontology: Hereditary nonpolyposis colorectal carcinoma (HP:0006716)	2	0.411422	4.861188755098172	0.0645978708042584
Human_Phenotype_Ontology: Respiratory failure (HP:0002878)	3	0.906826	3.3082421545037306	0.06536186927626145
Human_Phenotype_Ontology: Preauricular pit (HP:0004467)	2	0.419662	4.765740047943345	0.06647386705226589
Human_Phenotype_Ontology: Periauricular skin pits (HP:0100277)	2	0.419662	4.765740047943345	0.06647386705226589
Human_Phenotype_Ontology: Retinopathy (HP:0000488)	3	0.887658	3.379680011896474	0.06708186583626832
Human_Phenotype_Ontology: Labial hypoplasia (HP:0000066)	2	0.420796	4.752896890654854	0.06711586576826846
Human_Phenotype_Ontology: Transitional cell carcinoma of the bladder (HP:0006740)	2	0.421662	4.743135497151747	0.06727786544426911
Human_Phenotype_Ontology: Bladder carcinoma (HP:0002862)	2	0.427038	4.683423957586913	0.0686998626002748
Human_Phenotype_Ontology: Bladder neoplasm (HP:0009725)	2	0.427038	4.683423957586913	0.0686998626002748
Human_Phenotype_Ontology: Omphalocele (HP:0001539)	3	0.88151	3.4032512393506598	0.06939186121627756
Human_Phenotype_Ontology: Ulnar deviation of the wrist (HP:0003049)	1	0.081492	12.27114317969862	0.0695498609002782
Human_Phenotype_Ontology: Hypoplastic female external genitalia (HP:0012815)	2	0.430292	4.648006470025006	0.06993986012027976
Human_Phenotype_Ontology: Aplasia/Hypoplasia of the tongue (HP:0010295)	2	0.434016	4.60812504608125	0.07100785798428404
Human_Phenotype_Ontology: Abnormality of the acetabulum (HP:0003170)	2	0.442316	4.52165420197325	0.07651984696030607
Human_Phenotype_Ontology: Thick eyebrow (HP:0000574)	3	0.97434	3.0790073280374406	0.07689384621230758
Human_Phenotype_Ontology: Aplasia/Hypoplasia of the earlobes (HP:0009906)	2	0.446196	4.482335117302711	0.07758984482031035
Human_Phenotype_Ontology: Elevated hepatic transaminases (HP:0002910)	4	1.57181	2.5448368441478295	0.07761584476831046
Human_Phenotype_Ontology: Mitral valve prolapse (HP:0001634)	2	0.43079	4.642633301608672	0.07838784322431355
Human_Phenotype_Ontology: Optic atrophy (HP:0000648)	9	5.082356	1.7708322675546537	0.07860584278831442
Human_Phenotype_Ontology: Abnormality of the epiphyses of the hand (HP:0005924)	2	0.443252	4.512105980345266	0.0787258425483149
Human_Phenotype_Ontology: Attenuation of retinal blood vessels (HP:0007843)	2	0.458192	4.364982365471244	0.07968784062431875
Human_Phenotype_Ontology: Iris coloboma (HP:0000612)	4	1.574924	2.539805095356982	0.07976784046431908
Human_Phenotype_Ontology: Abnormality involving the epiphyses of the upper limbs (HP:0003839)	2	0.449264	4.451725488799458	0.08042183915632169
Human_Phenotype_Ontology: Abnormality of the incisor (HP:0000676)	2	0.472068	4.236677766762416	0.08088383823232353
Human_Phenotype_Ontology: Upslanted palpebral fissure (HP:0000582)	4	1.60441	2.4931283150815564	0.08156583686832626
Human_Phenotype_Ontology: Abnormality of the labia (HP:0000058)	2	0.480382	4.163353331307168	0.08400183199633601
Human_Phenotype_Ontology: Abnormality of the clitoris (HP:0000056)	2	0.488318	4.095691741856741	0.08541582916834166
Human_Phenotype_Ontology: Lymphoma (HP:0002665)	3	1.002886	2.9913669150830704	0.08580582838834322
Human_Phenotype_Ontology: Malignant gastrointestinal tract tumors (HP:0006749)	2	0.485344	4.120788554097712	0.08587182825634349
Human_Phenotype_Ontology: Gastrointestinal carcinoma (HP:0002672)	2	0.485344	4.120788554097712	0.08587182825634349
Human_Phenotype_Ontology: Emphysema (HP:0002097)	2	0.462596	4.323426921114752	0.08821782356435287
Human_Phenotype_Ontology: Congestive heart failure (HP:0001635)	4	1.62648	2.459298608036988	0.08847982304035391
Human_Phenotype_Ontology: Preaxial foot polydactyly (HP:0001841)	2	0.478268	4.181755835640268	0.08852982294035412
Human_Phenotype_Ontology: Laryngomalacia (HP:0001601)	2	0.480842	4.159370437690551	0.0886518226963546
Human_Phenotype_Ontology: Radial deviation of finger (HP:0009466)	7	3.716262	1.883613157522263	0.09044381911236178
Human_Phenotype_Ontology: B lymphocytopenia (HP:0010976)	1	0.127904	7.818363772829623	0.09078581842836314
Human_Phenotype_Ontology: Amyotrophic lateral sclerosis (HP:0007354)	1	0.09735	10.27221366204417	0.09266981466037068
Human_Phenotype_Ontology: Growth hormone deficiency (HP:0000824)	2	0.526652	3.79757410965875	0.09746180507638985
Human_Phenotype_Ontology: Abnormality of B cell number (HP:0010975)	1	0.13575	7.366482504604051	0.0979238041523917
Human_Phenotype_Ontology: Vacuolated lymphocytes (HP:0001922)	1	0.105588	9.470773193923552	0.09998780002439996
Human_Phenotype_Ontology: Scrotal hypoplasia (HP:0000046)	2	0.533282	3.7503609722435782	0.10075979848040303
Human_Phenotype_Ontology: Congenital cataract (HP:0000519)	2	0.53873	3.7124348003638183	0.10080179839640321
Human_Phenotype_Ontology: Wide intermamillary distance (HP:0006610)	2	0.536388	3.728644190399487	0.10112579774840451
Human_Phenotype_Ontology: Female pseudohermaphroditism (HP:0010458)	2	0.53398	3.745458631409416	0.10141379717240566
Human_Phenotype_Ontology: Skin pits (HP:0100276)	2	0.540626	3.699415122469137	0.1014477971044058
Human_Phenotype_Ontology: Renal cell carcinoma (HP:0005584)	2	0.539364	3.7080709873109816	0.10205579588840823
Human_Phenotype_Ontology: Short thorax (HP:0010306)	2	0.519166	3.85233239464834	0.10271979456041087
Human_Phenotype_Ontology: Short foot (HP:0001773)	3	1.111126	2.6999638204848053	0.10366979266041468
Human_Phenotype_Ontology: Cheekbone underdevelopment (HP:0010669)	3	1.069586	2.804823548550561	0.10379179241641517
Human_Phenotype_Ontology: Cupped ear (HP:0000378)	2	0.546876	3.6571361698081466	0.10451579096841807
Human_Phenotype_Ontology: Blindness (HP:0000618)	3	1.113588	2.693994547355036	0.10486379027241946
Human_Phenotype_Ontology: Lymphopenia (HP:0001888)	2	0.543498	3.6798663472542676	0.10658178683642633
Human_Phenotype_Ontology: Poikiloderma (HP:0001029)	1	0.113438	8.815388141539872	0.10746578506842987
Human_Phenotype_Ontology: Truncal obesity (HP:0001956)	2	0.555648	3.5994010596636716	0.10802978394043213
Human_Phenotype_Ontology: Ulnar claw (HP:0001178)	1	0.115036	8.692930908585138	0.10871578256843487
Human_Phenotype_Ontology: Segmental peripheral demyelination/remyelination (HP:0003481)	1	0.115586	8.651566798747254	0.10932978134043732
Human_Phenotype_Ontology: Restrictive lung disease (HP:0002091)	2	0.563214	3.551048091844308	0.10974378051243898
Human_Phenotype_Ontology: Abnormality of long-chain fatty-acid metabolism (HP:0010964)	1	0.116676	8.570742911995612	0.11023377953244093
Human_Phenotype_Ontology: Interstitial pulmonary disease (HP:0006530)	1	0.120264	8.315040244794785	0.11298777402445195
Human_Phenotype_Ontology: Syringomyelia (HP:0003396)	1	0.120492	8.299306178003519	0.11388377223245554
Human_Phenotype_Ontology: Spinal cord lesions (HP:0100561)	1	0.120492	8.299306178003519	0.11388377223245554
Human_Phenotype_Ontology: Abnormality of homocysteine metabolism (HP:0010919)	1	0.123042	8.127306123112433	0.11546976906046189
Human_Phenotype_Ontology: Homocystinuria (HP:0002156)	1	0.123042	8.127306123112433	0.11546976906046189
Human_Phenotype_Ontology: Genu valgum (HP:0002857)	3	1.112642	2.6962850584464726	0.11588376823246353
Human_Phenotype_Ontology: Birth length less than 3rd percentile (HP:0003561)	1	0.123052	8.126645645743263	0.11589176821646356
Human_Phenotype_Ontology: Disinhibition (HP:0000734)	1	0.124328	8.043240460716813	0.11671976656046688
Human_Phenotype_Ontology: Persistence of primary teeth (HP:0006335)	1	0.125134	7.991433183627152	0.11750176499647001
Human_Phenotype_Ontology: Neurofibrillary tangles (HP:0002185)	1	0.124976	8.001536294968634	0.11771376457247086
Human_Phenotype_Ontology: Prenatal maternal abnormality (HP:0002686)	2	0.583574	3.4271574813134236	0.11798776402447195
Human_Phenotype_Ontology: Abnormality of cells of the lymphoid lineage (HP:0012140)	2	0.585352	3.416747529691536	0.11948376103247793
Human_Phenotype_Ontology: Abnormality of the phalanges of the hallux (HP:0010057)	1	0.1284	7.788161993769471	0.1202017595964808
Human_Phenotype_Ontology: Vasculitis (HP:0002633)	2	0.595854	3.3565269344503856	0.12145175709648581
Human_Phenotype_Ontology: Bronchomalacia (HP:0002780)	1	0.131386	7.611161006499931	0.12297375405249189
Human_Phenotype_Ontology: Pseudobulbar signs (HP:0002200)	1	0.132608	7.541023166023166	0.12423575152849695
Human_Phenotype_Ontology: Hemiplegia (HP:0002301)	1	0.147048	6.800500516838039	0.12443175113649772
Human_Phenotype_Ontology: Lower limb hyperreflexia (HP:0002395)	1	0.134632	7.427654643769683	0.12598374803250392
Human_Phenotype_Ontology: Coronal craniosynostosis (HP:0004440)	1	0.13576	7.365939893930466	0.12700974598050804
Human_Phenotype_Ontology: Facial hemangioma (HP:0000329)	1	0.137656	7.2644853838554075	0.1282697434605131
Human_Phenotype_Ontology: Cerebral inclusion bodies (HP:0100314)	1	0.140352	7.124943000455996	0.13121573756852487
Human_Phenotype_Ontology: Rectovaginal fistula (HP:0000143)	1	0.141086	7.087875480203564	0.13183773632452736
Human_Phenotype_Ontology: Rectal fistula (HP:0100590)	1	0.141086	7.087875480203564	0.13183773632452736
Human_Phenotype_Ontology: Urethral obstruction (HP:0000796)	1	0.1413	7.077140835102618	0.13198173603652794
Human_Phenotype_Ontology: Agnosia (HP:0010524)	1	0.144794	6.906363523350414	0.13464573070853858
Human_Phenotype_Ontology: Stereotypic behavior (HP:0000733)	2	0.635716	3.1460589319759142	0.1352017295965408
Human_Phenotype_Ontology: Primitive reflexes (palmomental, snout, glabellar) (HP:0002476)	1	0.144766	6.907699321663927	0.1352717294565411
Human_Phenotype_Ontology: Recurrent otitis media (HP:0000403)	2	0.629476	3.1772458362193317	0.13711572576854847
Human_Phenotype_Ontology: Breast hypoplasia (HP:0003187)	1	0.149344	6.695950289265053	0.13890372219255562
Human_Phenotype_Ontology: Increased neuronal autofluorescent lipopigment (HP:0002074)	1	0.150748	6.633587178602702	0.13963972072055855
Human_Phenotype_Ontology: Uterine neoplasm (HP:0010784)	2	0.633994	3.1546039867885187	0.1403537192925614
Human_Phenotype_Ontology: Vaginal fistula (HP:0004320)	1	0.151452	6.602752027044872	0.14075371849256302
Human_Phenotype_Ontology: Hypotelorism (HP:0000601)	2	0.656146	3.0481020992279158	0.14086771826456346
Human_Phenotype_Ontology: Abnormality of the proximal phalanges of the hand (HP:0009834)	1	0.153338	6.521540648762864	0.14278571442857113
Human_Phenotype_Ontology: Intestinal fistula (HP:0100819)	1	0.155414	6.434426756920226	0.14408171183657634
Human_Phenotype_Ontology: Partial duplication of the phalanx of hand (HP:0009999)	1	0.155464	6.432357330314414	0.1441017117965764
Human_Phenotype_Ontology: Partial duplication of thumb phalanx (HP:0009944)	1	0.155464	6.432357330314414	0.1441017117965764
Human_Phenotype_Ontology: Intracellular accumulation of autofluorescent lipopigment storage material (HP:0003204)	1	0.158002	6.329033809698611	0.14616770766458467
Human_Phenotype_Ontology: Apathy (HP:0000741)	1	0.159342	6.275809265604799	0.14698170603658792
Human_Phenotype_Ontology: Impaired proprioception (HP:0010831)	1	0.158254	6.318955603017933	0.1470237059525881
Human_Phenotype_Ontology: Renal hypoplasia (HP:0000089)	2	0.679846	2.9418427114375905	0.14930970138059724
Human_Phenotype_Ontology: Atrophy/Degeneration involving motor neurons (HP:0007373)	1	0.162376	6.158545597871607	0.15001169997660005
Human_Phenotype_Ontology: Ankyloglossia (HP:0010296)	1	0.1641	6.0938452163315056	0.15109369781260437
Human_Phenotype_Ontology: Recurrent bronchitis (HP:0002837)	1	0.172728	5.789449307581863	0.1514216971566057
Human_Phenotype_Ontology: Stomatitis (HP:0010280)	1	0.165828	6.0303446945027375	0.15233369533260935
Human_Phenotype_Ontology: Underdeveloped nasal alae (HP:0000430)	2	0.690622	2.8959401814596117	0.15287169425661148
Human_Phenotype_Ontology: Abnormality of the thymus (HP:0000777)	2	0.66831	2.9926231838518054	0.15348369303261394
Human_Phenotype_Ontology: Malar flattening (HP:0000272)	5	2.805944	1.781931499702061	0.15390169219661562
Human_Phenotype_Ontology: Sparse lateral eyebrow (HP:0005338)	1	0.167742	5.961536168639935	0.15415769168461663
Human_Phenotype_Ontology: Hemiparesis (HP:0001269)	1	0.16648	6.00672753483902	0.15423369153261693
Human_Phenotype_Ontology: Recurrent bacterial skin infections (HP:0005406)	1	0.170642	5.8602219852088	0.1569236861526277
Human_Phenotype_Ontology: Diminished motivation (HP:0000745)	1	0.17294	5.782352260899733	0.15854368291263418
Human_Phenotype_Ontology: Polycythemia (HP:0001901)	1	0.17301	5.780012716027976	0.15925168149663702
Human_Phenotype_Ontology: Intestinal atresia (HP:0011100)	1	0.175984	5.682334757705246	0.16138567722864555
Human_Phenotype_Ontology: Increased cerebral lipofuscin (HP:0011813)	1	0.177222	5.642640304251166	0.16233367533264934
Human_Phenotype_Ontology: Spina bifida occulta (HP:0003298)	2	0.706416	2.831192951462028	0.1648976702046596
Human_Phenotype_Ontology: Atresia of the external auditory canal (HP:0000413)	2	0.725154	2.758034845012232	0.16533766932466135
Human_Phenotype_Ontology: Polymicrogyria (HP:0002126)	2	0.727684	2.7484457539261546	0.16584166831666336
Human_Phenotype_Ontology: Methylmalonic acidemia (HP:0002912)	1	0.181628	5.5057590239390395	0.1659296681406637
Human_Phenotype_Ontology: Vitreoretinal degeneration (HP:0000655)	1	0.182976	5.465197621545995	0.16677166645666708
Human_Phenotype_Ontology: Deep palmar crease (HP:0006191)	1	0.185474	5.391591274248682	0.16939566120867758
Human_Phenotype_Ontology: Pectus excavatum (HP:0000767)	4	2.091614	1.9123987504386566	0.17045565908868182
Human_Phenotype_Ontology: High palate (HP:0000218)	5	2.898844	1.7248254821577154	0.1712236575526849
Human_Phenotype_Ontology: Scotoma (HP:0000575)	1	0.189042	5.289829773277896	0.17271965456069088
Human_Phenotype_Ontology: Impaired vibration sensation in the lower limbs (HP:0002166)	1	0.18904	5.289885738468048	0.17287965424069152
Human_Phenotype_Ontology: Triphalangeal thumb (HP:0001199)	2	0.752802	2.6567410819843733	0.1733036533926932
Human_Phenotype_Ontology: Microcornea (HP:0000482)	3	1.420986	2.1112101034070707	0.17330765338469323
Human_Phenotype_Ontology: Global brain atrophy (HP:0002283)	1	0.190946	5.237082735433054	0.17411565176869645
Human_Phenotype_Ontology: Depressed nasal bridge (HP:0005280)	6	3.727134	1.6098160141277453	0.17463765072469856
Human_Phenotype_Ontology: Abnormality of oral frenula (HP:0000190)	1	0.192958	5.182474942733652	0.17540364919270163
Human_Phenotype_Ontology: Inappropriate behavior (HP:0000719)	1	0.194764	5.134419091823951	0.17674564650870697
Human_Phenotype_Ontology: Pes planus (HP:0001763)	3	1.433478	2.0928120278092863	0.17774964450071098
Human_Phenotype_Ontology: Spastic tetraparesis (HP:0001285)	1	0.199292	5.0177628805973145	0.18015763968472062
Human_Phenotype_Ontology: Prominent metopic ridge (HP:0005487)	1	0.207426	4.820996403536683	0.18098363803272394
Human_Phenotype_Ontology: Recurrent abscess formation (HP:0002722)	1	0.20044	4.98902414687687	0.18200763598472802
Human_Phenotype_Ontology: Personality changes (HP:0000751)	1	0.20183	4.954664816925135	0.18273563452873096
Human_Phenotype_Ontology: Abnormality of T cell physiology (HP:0011840)	1	0.209686	4.769035605619831	0.1834276331447337
Human_Phenotype_Ontology: Chorioretinal atrophy (HP:0000533)	1	0.204616	4.887203346756852	0.18498563002873994
Human_Phenotype_Ontology: Type II diabetes mellitus (HP:0005978)	3	1.463686	2.049619932143916	0.18698762602474794
Human_Phenotype_Ontology: Abnormality of methionine metabolism (HP:0010901)	1	0.211176	4.735386596961776	0.18936362127275747
Human_Phenotype_Ontology: Absent eyelashes (HP:0000561)	1	0.212258	4.711247632598065	0.1905756188487623
Human_Phenotype_Ontology: Preaxial hand polydactyly (HP:0001177)	2	0.808362	2.474139061460088	0.19131761736476527
Human_Phenotype_Ontology: Thyroiditis (HP:0100646)	1	0.244962	4.082265820821188	0.19133361733276533
Human_Phenotype_Ontology: Brachydactyly syndrome (HP:0001156)	5	3.03443	1.647755921210903	0.19186961626076748
Human_Phenotype_Ontology: Asplenia (HP:0001746)	1	0.212768	4.699954880433148	0.1919516160967678
Human_Phenotype_Ontology: Chorioretinal coloboma (HP:0000567)	2	0.796322	2.511546836581182	0.19211561576876846
Human_Phenotype_Ontology: Wide mouth (HP:0000154)	3	1.480132	2.026846254252999	0.19361161277677444
Human_Phenotype_Ontology: Severe combined immunodeficiency (HP:0004430)	1	0.247978	4.032615796562598	0.19368361263277473
Human_Phenotype_Ontology: Absent eyebrow (HP:0002223)	1	0.215462	4.641189629725892	0.19380761238477523
Human_Phenotype_Ontology: Abnormality of the middle phalanges of the toes (HP:0010183)	1	0.21702	4.607870242373975	0.19541360917278167
Human_Phenotype_Ontology: Abnormality of fatty-acid metabolism (HP:0004359)	1	0.217678	4.593941509936696	0.19548360903278195
Human_Phenotype_Ontology: Thin upper lip vermilion (HP:0000219)	2	0.81311	2.4596918006173825	0.19610960778078443
Human_Phenotype_Ontology: Lactic acidosis (HP:0003128)	3	1.510582	1.98598950603145	0.19629160741678517
Human_Phenotype_Ontology: Flared iliac wings (HP:0002869)	1	0.219642	4.552863295726683	0.19663760672478656
Human_Phenotype_Ontology: Brachycephaly (HP:0000248)	2	0.815452	2.4526274998405793	0.19700760598478803
Human_Phenotype_Ontology: Heterotopia (HP:0002282)	1	0.220954	4.525828905564054	0.19815960368079263
Human_Phenotype_Ontology: Supernumerary spleens (HP:0009799)	1	0.223522	4.473832553395192	0.2006035987928024
Human_Phenotype_Ontology: Bilateral microphthalmos (HP:0007633)	1	0.227834	4.389160529157193	0.2035795928408143
Human_Phenotype_Ontology: Lower limb asymmetry (HP:0100559)	1	0.227768	4.390432369779776	0.20362959274081452
Human_Phenotype_Ontology: Aplasia/Hypoplasia of the spleen (HP:0010451)	1	0.227056	4.404199844972165	0.2037275925448149
Human_Phenotype_Ontology: Short chin (HP:0000331)	1	0.229758	4.35240557456106	0.20506758986482027
Human_Phenotype_Ontology: Prominent nasal bridge (HP:0000426)	3	1.548076	1.9378893542694287	0.20743758512482974
Human_Phenotype_Ontology: Prominent forehead (HP:0011220)	2	0.843548	2.3709379904877967	0.2074755850488299
Human_Phenotype_Ontology: Hydroureter (HP:0000072)	1	0.23306	4.290740581824423	0.20761158477683045
Human_Phenotype_Ontology: Aplasia/Hypoplasia of the phalanges of the toes (HP:0010173)	1	0.233212	4.2879440166029195	0.20781758436483128
Human_Phenotype_Ontology: IgA deficiency (HP:0002720)	1	0.232722	4.2969723532798785	0.20790958418083164
Human_Phenotype_Ontology: Pancreatic fibrosis (HP:0100732)	1	0.235074	4.253979597913848	0.2096015807968384
Human_Phenotype_Ontology: Megaloblastic anemia (HP:0001889)	1	0.235886	4.239335950416726	0.2097055805888388
Human_Phenotype_Ontology: Sudden death (HP:0001699)	1	0.234356	4.267012579153083	0.20975558048883902
Human_Phenotype_Ontology: Progressive inability to walk (HP:0002505)	1	0.237178	4.216242653197177	0.21073957852084296
Human_Phenotype_Ontology: Morphological abnormality of the middle ear (HP:0008609)	1	0.237976	4.202104413890477	0.21139357721284557
Human_Phenotype_Ontology: Abnormality of the metopic suture (HP:0005556)	1	0.246918	4.049927506297637	0.21304357391285217
Human_Phenotype_Ontology: Combined immunodeficiency (HP:0005387)	1	0.272664	3.6675175307337966	0.2132955734088532
Human_Phenotype_Ontology: Basal ganglia calcification (HP:0002135)	1	0.241998	4.132265555913685	0.21571556856886287
Human_Phenotype_Ontology: Kyphoscoliosis (HP:0002751)	2	0.871068	2.296031997501917	0.21618756762486474
Human_Phenotype_Ontology: Neuronal loss in central nervous system (HP:0002529)	1	0.244648	4.087505313756908	0.2168455663088674
Human_Phenotype_Ontology: Pulmonary hypoplasia (HP:0002089)	2	0.86788	2.304466055215007	0.21764356471287058
