label	obs	mean_exp	enr	p
GWAS_Catalog_2019: Mood instability	2	0.165076	12.115631587874676	0.017075965848068305
GWAS_Catalog_2019: Crohn's disease	17	2.97765	5.70920020821789	0.017777964444071113
GWAS_Catalog_2019: Delirium	3	0.217656	13.783217554305878	0.018507962984074033
GWAS_Catalog_2019: Mitochondrial DNA levels	2	0.240016	8.332777814812346	0.023543952912094174
GWAS_Catalog_2019: Milk allergy	1	0.023984	41.69446297531688	0.023675952648094703
GWAS_Catalog_2019: Nose morphology	2	0.214158	9.33889931732646	0.02632994734010532
GWAS_Catalog_2019: Age-related hearing impairment	2	0.202784	9.862711062016727	0.027731944536110928
GWAS_Catalog_2019: Nasopharyngeal carcinoma (SNP x SNP interaction)	3	0.68483	4.38064921221325	0.03168593662812674
GWAS_Catalog_2019: Glucose homeostasis traits	3	0.57573	5.210775884529207	0.03178393643212714
GWAS_Catalog_2019: Feeling fed-up	2	0.295788	6.761599523983394	0.03433793132413735
GWAS_Catalog_2019: Weight	2	0.205654	9.72507220866115	0.034553930892138214
GWAS_Catalog_2019: Pediatric autoimmune diseases	2	0.252712	7.914147329766691	0.03520392959214082
GWAS_Catalog_2019: Irritable bowel syndrome	2	0.190798	10.482290170756507	0.03646792706414587
GWAS_Catalog_2019: Number of children ever born	1	0.038292	26.115115428810196	0.037445925108149786
GWAS_Catalog_2019: Body mass index in physically active individuals	3	0.650324	4.613085169853796	0.039995920008159984
GWAS_Catalog_2019: Depression	3	0.612144	4.900807653101231	0.04021191957616085
GWAS_Catalog_2019: Sedentary behaviour duration	1	0.043072	23.216939078751857	0.04190791618416763
GWAS_Catalog_2019: Hand grip strength	4	1.172612	3.4111880144497926	0.042125915748168506
GWAS_Catalog_2019: Cocaine dependence	1	0.050566	19.77613416129415	0.04285391429217142
GWAS_Catalog_2019: Melanoma	2	0.278072	7.192381829166547	0.04401991196017608
GWAS_Catalog_2019: Reading and spelling	1	0.045302	22.074080614542403	0.04434191131617737
GWAS_Catalog_2019: Familial squamous cell lung carcinoma	2	0.338626	5.906221022603108	0.04518590962818075
GWAS_Catalog_2019: Obsessive-compulsive disorder or autism spectrum disorder	1	0.048686	20.539785564638706	0.04732790534418931
GWAS_Catalog_2019: Body mass index (joint analysis main effects and physical activity interaction)	3	0.740096	4.053528190937392	0.04963590072819855
GWAS_Catalog_2019: Liver fibrosis in pediatric non-alcoholic fatty acid liver disease	1	0.053738	18.608805686851017	0.05243789512420975
GWAS_Catalog_2019: Appendicular lean mass	1	0.054776	18.25617058565795	0.05351989296021408
GWAS_Catalog_2019: Feeling miserable	2	0.363188	5.506789871912067	0.054933890132219734
GWAS_Catalog_2019: Nickel levels	2	0.331186	6.038902610617599	0.05574388851222298
GWAS_Catalog_2019: White matter integrity	1	0.064826	15.425909357356618	0.06301387397225205
GWAS_Catalog_2019: Eye color	1	0.070202	14.244608415714652	0.06389387221225558
GWAS_Catalog_2019: Plasma omega-6 polyunsaturated fatty acid levels (dihomo-gamma-linolenic acid)	1	0.184546	5.418703195951145	0.06822786354427292
GWAS_Catalog_2019: Obsessive-compulsive symptoms	1	0.071028	14.078954778397254	0.06866786266427467
GWAS_Catalog_2019: Adverse response to chemotherapy (neutropenia/leucopenia) (all antimicrotubule drugs)	1	0.073934	13.52557686585333	0.07146185707628584
GWAS_Catalog_2019: Laryngeal squamous cell carcinoma	1	0.082858	12.068840667165512	0.07229585540828919
GWAS_Catalog_2019: Chemerin levels	1	0.086204	11.600389773096376	0.07381785236429528
GWAS_Catalog_2019: Body mass index	14	6.96163	2.0110232804673616	0.07428585142829715
GWAS_Catalog_2019: Lumbar spine bone mineral density (trabecular)	1	0.088382	11.314521056323686	0.07684184631630736
GWAS_Catalog_2019: Methadone dose in opioid dependence	2	0.436946	4.577224645608382	0.07709184581630837
GWAS_Catalog_2019: Remission after SSRI treatment in MDD or openness	1	0.082202	12.16515413250286	0.07881784236431527
GWAS_Catalog_2019: Superior frontal gyrus grey matter volume	1	0.08446	11.839924224484964	0.0811998376003248
GWAS_Catalog_2019: Blood trace element (Cu levels)	1	0.090072	11.102229327648992	0.08202183595632809
GWAS_Catalog_2019: Systolic blood pressure x alcohol consumption interaction (2df test)	2	0.43727	4.573833100830151	0.08290383419233162
GWAS_Catalog_2019: Lean body mass	1	0.090206	11.085737090659158	0.08656582686834627
GWAS_Catalog_2019: Dimensional psychopathology (Cognitive)	1	0.12089	8.271982794275788	0.08833782332435335
GWAS_Catalog_2019: Cardiovascular risk factors (age interaction)	1	0.10188	9.815469179426776	0.09159381681236638
GWAS_Catalog_2019: Paclitaxel-induced neuropathy	1	0.110462	9.052886965653347	0.0917998164003672
GWAS_Catalog_2019: Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	1	0.098176	10.185788787483704	0.09378781242437514
GWAS_Catalog_2019: Dupuytren's disease	2	0.316636	6.316401167270937	0.09383781232437535
GWAS_Catalog_2019: Neurocognitive impairment in HIV-1 infection (dichotomous)	1	0.106576	9.38297552919982	0.09668380663238674
GWAS_Catalog_2019: Severe malaria (adjusted for sickle cell variant rs334)	1	0.103712	9.642085775995064	0.09673780652438695
GWAS_Catalog_2019: Immune response to anthrax vaccine	1	0.122738	8.147436001890204	0.09676380647238705
GWAS_Catalog_2019: Beta2-Glycoprotein I plasma levels	1	0.110352	9.061910975786573	0.09678980642038716
GWAS_Catalog_2019: Obesity in adult survivors of childhood cancer exposed to cranial radiation	1	0.102466	9.759334803739778	0.09766980466039069
GWAS_Catalog_2019: Response to anti-retroviral therapy (ddI/d4T) in HIV-1 (Grade 1 peripheral neuropathy)	1	0.10281	9.726680284019064	0.09818580362839274
GWAS_Catalog_2019: Epstein-Barr virus copy number in lymphoblastoid cell lines	2	0.517134	3.8674695533459413	0.10040979918040165
GWAS_Catalog_2019: Response to SSRI in MDD or openness	1	0.110394	9.058463322282007	0.10453179093641812
GWAS_Catalog_2019: Fractures	1	0.139946	7.145613307990225	0.10483579032841935
GWAS_Catalog_2019: Uterine fibroid size (maximum dimension)	1	0.116996	8.547300762419228	0.10852378295243409
GWAS_Catalog_2019: Social science traits (pleiotropy) (HIPO component 1)	1	0.116494	8.584133088399403	0.10978178043643913
GWAS_Catalog_2019: Cutaneous squamous cell carcinoma	1	0.118288	8.453942918977411	0.11183177633644732
GWAS_Catalog_2019: Lung function (FVC)	2	0.534062	3.744883552845924	0.11239777520444959
GWAS_Catalog_2019: Vitamin D levels	1	0.155928	6.413216356266995	0.1126517746964506
GWAS_Catalog_2019: Lumbar spine bone mineral density (integral)	1	0.136268	7.338480054011213	0.11518576962846075
GWAS_Catalog_2019: Electrocardiographic traits	1	0.122464	8.165665011758557	0.11567376865246269
GWAS_Catalog_2019: Carboplatin disposition in epthelial ovarian cancer	1	0.12538	7.975753708725475	0.11609576780846438
GWAS_Catalog_2019: Interleukin-6 levels	1	0.122854	8.139743109707457	0.11615176769646461
GWAS_Catalog_2019: Peanut allergy	1	0.14111	7.086669973779321	0.11685976628046744
GWAS_Catalog_2019: Hip circumference	2	0.562834	3.55344559852461	0.1180737638524723
GWAS_Catalog_2019: Borderline personality disorder	1	0.128626	7.774477943806074	0.11990976018047964
GWAS_Catalog_2019: Obesity	2	0.581904	3.4369930435260803	0.12154575690848618
GWAS_Catalog_2019: Severe malaria	1	0.15099	6.6229551625935486	0.1270257459485081
GWAS_Catalog_2019: Age at first birth	1	0.183778	5.441347713001556	0.12861974276051447
GWAS_Catalog_2019: BMI in non-smokers	2	0.63207	3.1642064961159364	0.1319217361565277
GWAS_Catalog_2019: Common carotid intima-media thickness in HIV negative individuals	1	0.154398	6.47676783378023	0.13478773042453915
GWAS_Catalog_2019: Autism	1	0.159722	6.260878276004558	0.1350757298485403
GWAS_Catalog_2019: Body mass index (adult)	1	0.1724	5.80046403712297	0.13696172607654786
GWAS_Catalog_2019: Quantitative traits	1	0.194904	5.130731026556664	0.13756772486455027
GWAS_Catalog_2019: Response to lurasidone in schizophrenia	1	0.166344	6.0116385321983365	0.13838572322855355
GWAS_Catalog_2019: Hemostatic factors and hematological phenotypes	1	0.212866	4.6977910986254265	0.14091571816856366
GWAS_Catalog_2019: Depression (quantitative trait)	1	0.157182	6.362051634411065	0.14580770838458323
GWAS_Catalog_2019: Obstructive sleep apnea trait (apnea hypopnea index)	1	0.16786	5.957345406886691	0.14692570614858771
GWAS_Catalog_2019: Cough in response to angiotensin-converting enzyme inhibitor drugs	1	0.160978	6.212028972903129	0.14877570244859512
GWAS_Catalog_2019: Headache	1	0.174846	5.719318714754698	0.1491737016525967
GWAS_Catalog_2019: Hippocampal atrophy	1	0.174826	5.719973001727432	0.15100969798060404
GWAS_Catalog_2019: Asthma and hay fever	1	0.17448	5.731315910132967	0.15191169617660766
GWAS_Catalog_2019: Obesity (early onset extreme)	1	0.167124	5.983581053588952	0.15323769352461294
GWAS_Catalog_2019: Disease progression in age-related macular degeneration	2	0.697064	2.869177005267809	0.15545968908062183
GWAS_Catalog_2019: Immune response to measles-mumps-rubella vaccine	1	0.181938	5.4963778869724855	0.16059167881664238
GWAS_Catalog_2019: HIV-1 viral setpoint	1	0.19221	5.202642942614848	0.1628236743526513
GWAS_Catalog_2019: Metabolite levels (Pyroglutamine)	1	0.180076	5.553210866523023	0.16522966954066093
GWAS_Catalog_2019: Mosquito bite size	2	0.723208	2.7654561343347974	0.16761966476067047
GWAS_Catalog_2019: Molybdenum levels	1	0.18857	5.30307047780665	0.16984566030867937
GWAS_Catalog_2019: Obesity-related traits	8	5.307656	1.5072566873211075	0.1706516586966826
GWAS_Catalog_2019: Attention deficit hyperactivity disorder and conduct disorder	1	0.217246	4.6030766964639165	0.17253165493669012
GWAS_Catalog_2019: Waist circumference	2	0.743152	2.6912394772536437	0.1746476507046986
GWAS_Catalog_2019: Post-traumatic stress disorder	1	0.20195	4.951720722951226	0.1836236327527345
GWAS_Catalog_2019: Uterine fibroid number (single vs multiple)	1	0.208682	4.791980142034292	0.188251623496753
GWAS_Catalog_2019: BMI (adjusted for smoking behaviour)	2	0.806512	2.4798143115043545	0.1920536158927682
GWAS_Catalog_2019: Body mass index (joint analysis main effects and smoking interaction)	2	0.808298	2.474334960620959	0.19268761462477074
GWAS_Catalog_2019: QT interval (drug interaction)	1	0.214188	4.6687956374773565	0.19292761414477172
GWAS_Catalog_2019: QT interval	2	0.799586	2.501294419862279	0.19826560346879307
GWAS_Catalog_2019: Waist-to-hip ratio adjusted for BMI x sex interaction	1	0.222706	4.49022478065252	0.19998960002079996
GWAS_Catalog_2019: Obesity (extreme)	1	0.225576	4.433095719402774	0.20055359889280222
GWAS_Catalog_2019: Atopic dermatitis	1	0.300116	3.3320449426221863	0.20176559646880707
GWAS_Catalog_2019: Total body bone mineral density	1	0.230982	4.329341680304093	0.20261559476881047
GWAS_Catalog_2019: Obsessive-compulsive disorder	1	0.22758	4.394059231918447	0.2027015945968108
GWAS_Catalog_2019: Joint mobility (Beighton score)	1	0.248842	4.0186142210720055	0.20270359459281082
GWAS_Catalog_2019: Thyroid stimulating hormone	1	0.228028	4.385426351149858	0.20364559270881458
GWAS_Catalog_2019: Allergic rhinitis	2	0.81485	2.454439467386636	0.21156957686084626
GWAS_Catalog_2019: Neurociticism	2	0.880768	2.270745531172795	0.21920756158487684
GWAS_Catalog_2019: Tonsillectomy	1	0.346202	2.8884870682433954	0.2226215547568905
GWAS_Catalog_2019: Erectile dysfunction	1	0.346138	2.889021141856716	0.2228195543608913
GWAS_Catalog_2019: Hepcidin/ferritin ratio	1	0.281868	3.547759944371124	0.24048951902096197
GWAS_Catalog_2019: Vertical cup-disc ratio	1	0.297212	3.3646016984509375	0.24868950262099476
GWAS_Catalog_2019: Albumin-globulin ratio	1	0.309566	3.230328912089829	0.24975350049299902
GWAS_Catalog_2019: Telomere length	1	0.304828	3.280538533205611	0.25401549196901607
GWAS_Catalog_2019: Erosive tooth wear (severe vs non-severe)	1	0.324612	3.080600840387909	0.2630974738050524
GWAS_Catalog_2019: Type 2 diabetes (age of onset)	1	0.370218	2.701111237162969	0.26473947052105895
GWAS_Catalog_2019: Type 1 diabetes	1	0.386626	2.586478922783258	0.26583946832106337
GWAS_Catalog_2019: Cadmium levels	1	0.33741	2.9637532971755434	0.27185745628508745
GWAS_Catalog_2019: Depression in smokers	1	0.347822	2.875033781646934	0.27494145011709975
GWAS_Catalog_2019: Anorexia nervosa	1	0.372542	2.6842611034460546	0.277753444493111
GWAS_Catalog_2019: Primary biliary cholangitis	1	0.456636	2.189928082761762	0.2829094341811316
GWAS_Catalog_2019: ALT levels after remission induction therapy in actute lymphoblastic leukemia (ALL)	1	0.345198	2.8968881627355896	0.28955742088515823
GWAS_Catalog_2019: Idiopathic dilated cardiomyopathy	1	0.396446	2.522411627308637	0.30183539632920736
GWAS_Catalog_2019: Systemic lupus erythematosus	3	1.952974	1.536118760413605	0.3021333957332085
GWAS_Catalog_2019: Urate levels in obese individuals	1	0.408658	2.447033950149024	0.3082953834092332
GWAS_Catalog_2019: Angiotensin-converting enzyme inhibitor intolerance	1	0.37253	2.6843475693232763	0.3117273765452469
GWAS_Catalog_2019: Pulmonary function	1	0.405864	2.4638795261466897	0.32000135999728
GWAS_Catalog_2019: Pelvic organ prolapse (moderate/severe)	1	0.422804	2.365162108210897	0.3203493593012814
GWAS_Catalog_2019: Immune response to smallpox vaccine (IL-6)	1	0.404044	2.474977972696043	0.3280333439333121
GWAS_Catalog_2019: Autism spectrum disorder, ADHD, bipolar disorder, MDD, and schizophrenia (combined)	1	0.40536	2.4669429642786658	0.3298733402533195
GWAS_Catalog_2019: PR interval	1	0.456744	2.1894102604522447	0.33478133043733915
GWAS_Catalog_2019: Blood pressure (smoking interaction)	1	0.423844	2.359358631949491	0.3419133161733677
GWAS_Catalog_2019: Motion sickness	1	0.421928	2.3700726190250467	0.34636530726938547
GWAS_Catalog_2019: Paclitaxel disposition in epithelial ovarian cancer	1	0.470528	2.125272034820457	0.34675930648138703
GWAS_Catalog_2019: Diisocyanate-induced asthma	2	1.261132	1.5858768154324845	0.350749298501403
GWAS_Catalog_2019: Copper levels	1	0.462796	2.160779263433565	0.35131529736940525
GWAS_Catalog_2019: Schizophrenia	5	4.152628	1.2040568045103004	0.3513692972614055
GWAS_Catalog_2019: Prostate cancer	2	1.577902	1.267505840033158	0.3526032947934104
GWAS_Catalog_2019: Visceral fat	1	0.456202	2.192011433531637	0.35871928256143487
GWAS_Catalog_2019: Intracranial aneurysm	1	0.470372	2.1259768863792914	0.3629472741054518
GWAS_Catalog_2019: Spherical equivalent or myopia (age of diagnosis)	2	1.338904	1.493759074586378	0.37608324783350433
GWAS_Catalog_2019: Refractive astigmatism	1	0.497818	2.0087662559409263	0.37666324667350665
GWAS_Catalog_2019: Multiple sclerosis	2	1.373918	1.4556909509883413	0.3818452363095274
GWAS_Catalog_2019: Metabolite levels	1	0.630504	1.5860327610927132	0.39822720354559293
GWAS_Catalog_2019: Atrial fibrillation	2	1.433652	1.3950386844227192	0.40123519752960496
GWAS_Catalog_2019: Hip circumference adjusted for BMI	1	0.535802	1.866361081145647	0.41370917258165485
GWAS_Catalog_2019: Loneliness	1	0.81386	1.2287125549848867	0.4225271549456901
GWAS_Catalog_2019: Granulocyte percentage of myeloid white cells	1	0.630278	1.5866014679236782	0.4517970964058072
GWAS_Catalog_2019: Myopia	1	0.686838	1.4559473995323498	0.46235907528184944
GWAS_Catalog_2019: Waist-to-hip ratio adjusted for BMI	1	1.397102	0.7157673527058153	0.46566706866586266
GWAS_Catalog_2019: Monocyte percentage of white cells	1	0.702912	1.4226531912956388	0.4912290175419649
GWAS_Catalog_2019: Photic sneeze reflex	1	0.76701	1.303763966571492	0.5305529388941223
GWAS_Catalog_2019: Chronic inflammatory diseases (pleiotropy)	1	0.835076	1.1974957967897533	0.5465589068821862
GWAS_Catalog_2019: Platelet distribution width	1	0.862148	1.1598936609491641	0.5520208959582081
GWAS_Catalog_2019: Menarche (age at onset)	2	1.902156	1.051438472974877	0.5526328947342105
GWAS_Catalog_2019: Lung cancer	1	1.072698	0.9322288286171877	0.5607848784302432
GWAS_Catalog_2019: Cognitive decline rate in late mild cognitive impairment	1	1.098434	0.9103869690850793	0.5843608312783375
GWAS_Catalog_2019: Daytime sleep phenotypes	1	1.29669	0.7711943486878129	0.5913708172583655
GWAS_Catalog_2019: Diverticular disease	1	0.968118	1.0329319359830103	0.6196427607144785
GWAS_Catalog_2019: Red blood cell count	1	1.106346	0.9038763641754026	0.6242727514544971
GWAS_Catalog_2019: Ulcerative colitis	1	1.986468	0.5034060453025169	0.6276147447705105
GWAS_Catalog_2019: Rheumatoid arthritis	1	1.148894	0.8704023173591297	0.6361947276105447
GWAS_Catalog_2019: Plateletcrit	1	1.065012	0.9389565563580503	0.6482387035225929
GWAS_Catalog_2019: Diastolic blood pressure	3	3.51631	0.8531670984640148	0.6647106705786588
GWAS_Catalog_2019: Mean platelet volume	1	1.210096	0.8263807169017995	0.6701286597426805
GWAS_Catalog_2019: Blood protein levels	6	8.21893	0.730022034498408	0.6809046381907237
GWAS_Catalog_2019: Heel bone mineral density	4	4.808856	0.8317986647967833	0.6931526136947727
GWAS_Catalog_2019: Major depressive disorder	1	1.41926	0.7045925341375083	0.7243485513028974
GWAS_Catalog_2019: Amyotrophic lateral sclerosis (sporadic)	1	1.275156	0.7842177741390073	0.7260965478069044
GWAS_Catalog_2019: Platelet count	1	1.535892	0.6510874462527313	0.735248529502941
GWAS_Catalog_2019: Asthma	1	1.560602	0.6407783662971084	0.7365825268349463
GWAS_Catalog_2019: Mean corpuscular volume	1	1.545756	0.6469326336109968	0.7420865158269684
GWAS_Catalog_2019: Intraocular pressure	1	2.098966	0.47642505881467356	0.832014335971328
GWAS_Catalog_2019: Post bronchodilator FEV1/FVC ratio	1	1.958572	0.5105760727713865	0.8376083247833505
GWAS_Catalog_2019: Night sleep phenotypes	1	2.69127	0.3715717858111598	0.8528242943514113
GWAS_Catalog_2019: Type 2 diabetes	1	2.275736	0.43941828050353815	0.8813382373235253
GWAS_Catalog_2019: Systolic blood pressure	2	4.037794	0.4953199692703491	0.8962882074235852
GWAS_Catalog_2019: Height	1	2.859096	0.34976090344640404	0.9089401821196358
GWAS_Catalog_2019: Pulse pressure	1	3.14591	0.3178730478621448	0.9461781076437847
